  0%|          | 0/5000 [00:00<?, ?it/s][WARNING|logging.py:328] 2025-08-29 08:01:35,710 >> `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
                                                   
{'loss': 0.3115, 'grad_norm': 1.8098933696746826, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.1698, 'grad_norm': 1.4782485961914062, 'learning_rate': 9.145187862775208e-06, 'epoch': 0.27}
{'loss': 0.1864, 'grad_norm': 1.536916971206665, 'learning_rate': 9.143234901312794e-06, 'epoch': 0.27}
{'loss': 0.1799, 'grad_norm': 1.4865132570266724, 'learning_rate': 9.141279920488021e-06, 'epoch': 0.27}
{'loss': 0.185, 'grad_norm': 1.396727204322815, 'learning_rate': 9.139322921253724e-06, 'epoch': 0.27}
{'loss': 0.1744, 'grad_norm': 1.3644415140151978, 'learning_rate': 9.13736390456372e-06, 'epoch': 0.27}
{'loss': 0.2137, 'grad_norm': 1.672103762626648, 'learning_rate': 9.13540287137281e-06, 'epoch': 0.27}
{'loss': 0.1785, 'grad_norm': 1.3137274980545044, 'learning_rate': 9.133439822636779e-06, 'epoch': 0.27}
{'loss': 0.2169, 'grad_norm': 1.853655457496643, 'learning_rate': 9.13147475931239e-06, 'epoch': 0.27}
{'loss': 0.1878, 'grad_norm': 1.616184949874878, 'learning_rate': 9.129507682357393e-06, 'epoch': 0.27}
{'loss': 0.1773, 'grad_norm': 1.3714388608932495, 'learning_rate': 9.12753859273052e-06, 'epoch': 0.27}
{'loss': 0.2375, 'grad_norm': inf, 'learning_rate': 9.125567491391476e-06, 'epoch': 0.27}
{'loss': 0.1844, 'grad_norm': 1.6679604053497314, 'learning_rate': 9.125567491391476e-06, 'epoch': 0.27}
{'loss': 0.2072, 'grad_norm': 1.5247911214828491, 'learning_rate': 9.123594379300956e-06, 'epoch': 0.27}
{'loss': 0.1819, 'grad_norm': 1.7029414176940918, 'learning_rate': 9.12161925742063e-06, 'epoch': 0.27}
{'loss': 0.1747, 'grad_norm': 2.266993761062622, 'learning_rate': 9.119642126713147e-06, 'epoch': 0.27}
{'loss': 0.1773, 'grad_norm': 1.6098259687423706, 'learning_rate': 9.117662988142138e-06, 'epoch': 0.27}
{'loss': 0.1754, 'grad_norm': 1.432309865951538, 'learning_rate': 9.115681842672211e-06, 'epoch': 0.27}
{'loss': 0.179, 'grad_norm': 1.4332822561264038, 'learning_rate': 9.11369869126895e-06, 'epoch': 0.27}
{'loss': 0.1899, 'grad_norm': 1.5501086711883545, 'learning_rate': 9.111713534898923e-06, 'epoch': 0.27}
{'loss': 0.1835, 'grad_norm': 1.3543548583984375, 'learning_rate': 9.109726374529666e-06, 'epoch': 0.27}
{'loss': 0.1691, 'grad_norm': 1.866126537322998, 'learning_rate': 9.107737211129702e-06, 'epoch': 0.27}
{'loss': 0.1684, 'grad_norm': 1.6305307149887085, 'learning_rate': 9.10574604566852e-06, 'epoch': 0.28}
{'loss': 0.1868, 'grad_norm': 1.7511730194091797, 'learning_rate': 9.103752879116595e-06, 'epoch': 0.28}
{'loss': 0.1793, 'grad_norm': 1.525820255279541, 'learning_rate': 9.101757712445369e-06, 'epoch': 0.28}
{'loss': 0.2001, 'grad_norm': 4.218062400817871, 'learning_rate': 9.099760546627262e-06, 'epoch': 0.28}
{'loss': 0.1732, 'grad_norm': 1.896562099456787, 'learning_rate': 9.09776138263567e-06, 'epoch': 0.28}
{'loss': 0.1904, 'grad_norm': 1.9117577075958252, 'learning_rate': 9.09576022144496e-06, 'epoch': 0.28}
{'loss': 0.1736, 'grad_norm': 1.2821044921875, 'learning_rate': 9.093757064030473e-06, 'epoch': 0.28}
{'loss': 0.1753, 'grad_norm': 2.0142526626586914, 'learning_rate': 9.091751911368524e-06, 'epoch': 0.28}
{'loss': 0.1832, 'grad_norm': 2.5528597831726074, 'learning_rate': 9.089744764436404e-06, 'epoch': 0.28}
{'loss': 0.1935, 'grad_norm': 1.746217966079712, 'learning_rate': 9.087735624212365e-06, 'epoch': 0.28}
{'loss': 0.1771, 'grad_norm': 2.980619192123413, 'learning_rate': 9.085724491675642e-06, 'epoch': 0.28}
{'loss': 0.1681, 'grad_norm': 1.3987879753112793, 'learning_rate': 9.083711367806438e-06, 'epoch': 0.28}
{'loss': 0.1827, 'grad_norm': 1.4026262760162354, 'learning_rate': 9.08169625358592e-06, 'epoch': 0.28}
{'loss': 0.1817, 'grad_norm': 1.4541088342666626, 'learning_rate': 9.079679149996235e-06, 'epoch': 0.28}
{'loss': 0.2391, 'grad_norm': 4.824681758880615, 'learning_rate': 9.077660058020492e-06, 'epoch': 0.28}
{'loss': 0.1752, 'grad_norm': 1.5239347219467163, 'learning_rate': 9.07563897864277e-06, 'epoch': 0.28}
{'loss': 0.1677, 'grad_norm': 1.284413456916809, 'learning_rate': 9.073615912848126e-06, 'epoch': 0.28}
{'loss': 0.2244, 'grad_norm': 2.748267650604248, 'learning_rate': 9.07159086162257e-06, 'epoch': 0.28}
{'loss': 0.2812, 'grad_norm': 8.322151184082031, 'learning_rate': 9.069563825953092e-06, 'epoch': 0.28}
{'loss': 0.1788, 'grad_norm': 1.651419997215271, 'learning_rate': 9.06753480682764e-06, 'epoch': 0.28}
{'loss': 0.1881, 'grad_norm': 2.135671615600586, 'learning_rate': 9.065503805235139e-06, 'epoch': 0.28}
{'loss': 0.1753, 'grad_norm': 1.371553659439087, 'learning_rate': 9.06347082216547e-06, 'epoch': 0.28}
{'loss': 0.1715, 'grad_norm': 1.501205563545227, 'learning_rate': 9.061435858609486e-06, 'epoch': 0.28}
{'loss': 0.1886, 'grad_norm': 1.5265308618545532, 'learning_rate': 9.059398915559005e-06, 'epoch': 0.28}
{'loss': 0.1813, 'grad_norm': 1.81674325466156, 'learning_rate': 9.057359994006806e-06, 'epoch': 0.28}
{'loss': 0.1795, 'grad_norm': 2.0238614082336426, 'learning_rate': 9.055319094946633e-06, 'epoch': 0.28}
{'loss': 0.1717, 'grad_norm': 1.6358606815338135, 'learning_rate': 9.0532762193732e-06, 'epoch': 0.28}
{'loss': 0.1828, 'grad_norm': 1.4612997770309448, 'learning_rate': 9.051231368282177e-06, 'epoch': 0.28}
{'loss': 0.1974, 'grad_norm': 1.6636117696762085, 'learning_rate': 9.0491845426702e-06, 'epoch': 0.28}
{'loss': 0.2076, 'grad_norm': 2.487722158432007, 'learning_rate': 9.047135743534866e-06, 'epoch': 0.28}
{'loss': 0.2034, 'grad_norm': 2.235531806945801, 'learning_rate': 9.045084971874738e-06, 'epoch': 0.28}
{'loss': 0.1866, 'grad_norm': 2.6268818378448486, 'learning_rate': 9.043032228689333e-06, 'epoch': 0.28}
{'loss': 0.1874, 'grad_norm': 2.235569953918457, 'learning_rate': 9.040977514979136e-06, 'epoch': 0.28}
{'loss': 0.1658, 'grad_norm': 1.0799640417099, 'learning_rate': 9.038920831745587e-06, 'epoch': 0.28}
{'loss': 0.1961, 'grad_norm': 1.6189669370651245, 'learning_rate': 9.036862179991092e-06, 'epoch': 0.28}
{'loss': 0.1622, 'grad_norm': 1.1646077632904053, 'learning_rate': 9.03480156071901e-06, 'epoch': 0.28}
{'loss': 0.1791, 'grad_norm': 1.4353411197662354, 'learning_rate': 9.032738974933663e-06, 'epoch': 0.28}
{'loss': 0.177, 'grad_norm': 1.2676280736923218, 'learning_rate': 9.03067442364033e-06, 'epoch': 0.28}
{'loss': 0.1606, 'grad_norm': 1.4252644777297974, 'learning_rate': 9.028607907845247e-06, 'epoch': 0.28}
{'loss': 0.1918, 'grad_norm': 1.6915949583053589, 'learning_rate': 9.026539428555609e-06, 'epoch': 0.28}
{'loss': 0.1893, 'grad_norm': 2.2368323802948, 'learning_rate': 9.02446898677957e-06, 'epoch': 0.28}
{'loss': 0.1694, 'grad_norm': 1.4113049507141113, 'learning_rate': 9.022396583526238e-06, 'epoch': 0.28}
{'loss': 0.1816, 'grad_norm': 2.1441142559051514, 'learning_rate': 9.020322219805674e-06, 'epoch': 0.28}
{'loss': 0.1805, 'grad_norm': 1.5118736028671265, 'learning_rate': 9.0182458966289e-06, 'epoch': 0.28}
{'loss': 0.2005, 'grad_norm': 2.2108917236328125, 'learning_rate': 9.01616761500789e-06, 'epoch': 0.28}
{'loss': 0.1753, 'grad_norm': 1.4326415061950684, 'learning_rate': 9.014087375955574e-06, 'epoch': 0.28}
{'loss': 0.1753, 'grad_norm': 1.6070680618286133, 'learning_rate': 9.012005180485834e-06, 'epoch': 0.28}
{'loss': 0.201, 'grad_norm': 2.009028673171997, 'learning_rate': 9.009921029613506e-06, 'epoch': 0.28}
{'loss': 0.2004, 'grad_norm': 1.3173506259918213, 'learning_rate': 9.007834924354384e-06, 'epoch': 0.28}
{'loss': 0.1672, 'grad_norm': 1.3421272039413452, 'learning_rate': 9.005746865725206e-06, 'epoch': 0.28}
{'loss': 0.1807, 'grad_norm': 1.6610416173934937, 'learning_rate': 9.003656854743667e-06, 'epoch': 0.28}
{'loss': 0.1691, 'grad_norm': 1.0775914192199707, 'learning_rate': 9.001564892428416e-06, 'epoch': 0.29}
{'loss': 0.1813, 'grad_norm': 1.4996057748794556, 'learning_rate': 8.999470979799048e-06, 'epoch': 0.29}
{'loss': 0.3035, 'grad_norm': 3.6390509605407715, 'learning_rate': 8.99737511787611e-06, 'epoch': 0.29}
{'loss': 0.1952, 'grad_norm': 2.4313528537750244, 'learning_rate': 8.9952773076811e-06, 'epoch': 0.29}
{'loss': 0.1887, 'grad_norm': 1.7824318408966064, 'learning_rate': 8.993177550236464e-06, 'epoch': 0.29}
{'loss': 0.193, 'grad_norm': 2.1266345977783203, 'learning_rate': 8.991075846565603e-06, 'epoch': 0.29}
{'loss': 0.1815, 'grad_norm': 1.5491960048675537, 'learning_rate': 8.988972197692857e-06, 'epoch': 0.29}
{'loss': 0.1708, 'grad_norm': 1.392759919166565, 'learning_rate': 8.986866604643518e-06, 'epoch': 0.29}
{'loss': 0.2566, 'grad_norm': 4.235342025756836, 'learning_rate': 8.984759068443832e-06, 'epoch': 0.29}
{'loss': 0.2408, 'grad_norm': 3.512918710708618, 'learning_rate': 8.982649590120982e-06, 'epoch': 0.29}
{'loss': 0.1856, 'grad_norm': 1.7399725914001465, 'learning_rate': 8.980538170703104e-06, 'epoch': 0.29}
{'loss': 0.1821, 'grad_norm': 1.7119110822677612, 'learning_rate': 8.978424811219277e-06, 'epoch': 0.29}
{'loss': 0.1808, 'grad_norm': 1.6394490003585815, 'learning_rate': 8.97630951269953e-06, 'epoch': 0.29}
{'loss': 0.2064, 'grad_norm': 2.1337783336639404, 'learning_rate': 8.97419227617483e-06, 'epoch': 0.29}
{'loss': 0.1936, 'grad_norm': 1.4991919994354248, 'learning_rate': 8.972073102677091e-06, 'epoch': 0.29}
{'loss': 0.1866, 'grad_norm': 1.4299399852752686, 'learning_rate': 8.969951993239177e-06, 'epoch': 0.29}
{'loss': 0.1636, 'grad_norm': 1.0272290706634521, 'learning_rate': 8.96782894889489e-06, 'epoch': 0.29}
{'loss': 0.1716, 'grad_norm': 1.1864513158798218, 'learning_rate': 8.965703970678974e-06, 'epoch': 0.29}
{'loss': 0.2058, 'grad_norm': 1.5299407243728638, 'learning_rate': 8.963577059627117e-06, 'epoch': 0.29}
{'loss': 0.1509, 'grad_norm': 1.3286359310150146, 'learning_rate': 8.961448216775955e-06, 'epoch': 0.29}
{'loss': 0.1558, 'grad_norm': 1.20896577835083, 'learning_rate': 8.959317443163054e-06, 'epoch': 0.29}
{'loss': 0.1728, 'grad_norm': 1.4129189252853394, 'learning_rate': 8.957184739826929e-06, 'epoch': 0.29}
{'loss': 0.1932, 'grad_norm': 1.7098790407180786, 'learning_rate': 8.955050107807035e-06, 'epoch': 0.29}
{'loss': 0.1766, 'grad_norm': 1.5895079374313354, 'learning_rate': 8.952913548143766e-06, 'epoch': 0.29}
{'loss': 0.1798, 'grad_norm': 1.5537537336349487, 'learning_rate': 8.950775061878453e-06, 'epoch': 0.29}
{'loss': 0.1826, 'grad_norm': 1.370818853378296, 'learning_rate': 8.94863465005337e-06, 'epoch': 0.29}
{'loss': 0.203, 'grad_norm': 1.8298757076263428, 'learning_rate': 8.946492313711725e-06, 'epoch': 0.29}
{'loss': 0.165, 'grad_norm': 1.1302515268325806, 'learning_rate': 8.944348053897672e-06, 'epoch': 0.29}
{'loss': 0.2153, 'grad_norm': 2.223766803741455, 'learning_rate': 8.942201871656292e-06, 'epoch': 0.29}
{'loss': 0.182, 'grad_norm': 2.1098310947418213, 'learning_rate': 8.94005376803361e-06, 'epoch': 0.29}
{'loss': 0.1614, 'grad_norm': 1.7190455198287964, 'learning_rate': 8.937903744076587e-06, 'epoch': 0.29}
{'loss': 0.1534, 'grad_norm': 1.0667530298233032, 'learning_rate': 8.935751800833117e-06, 'epoch': 0.29}
{'loss': 0.2837, 'grad_norm': 2.5722999572753906, 'learning_rate': 8.933597939352031e-06, 'epoch': 0.29}
{'loss': 0.3683, 'grad_norm': 3.9441142082214355, 'learning_rate': 8.931442160683094e-06, 'epoch': 0.29}
{'loss': 0.2476, 'grad_norm': 1.9906600713729858, 'learning_rate': 8.92928446587701e-06, 'epoch': 0.29}
{'loss': 0.1668, 'grad_norm': 1.321029543876648, 'learning_rate': 8.92712485598541e-06, 'epoch': 0.29}
{'loss': 0.1784, 'grad_norm': 1.2641233205795288, 'learning_rate': 8.924963332060863e-06, 'epoch': 0.29}
{'loss': 0.165, 'grad_norm': 1.4765084981918335, 'learning_rate': 8.922799895156868e-06, 'epoch': 0.29}
{'loss': 0.1918, 'grad_norm': 1.6587278842926025, 'learning_rate': 8.920634546327857e-06, 'epoch': 0.29}
{'loss': 0.1728, 'grad_norm': 1.4992810487747192, 'learning_rate': 8.9184672866292e-06, 'epoch': 0.29}
{'loss': 0.1596, 'grad_norm': 1.0289188623428345, 'learning_rate': 8.916298117117188e-06, 'epoch': 0.29}
{'loss': 0.1789, 'grad_norm': 1.29930579662323, 'learning_rate': 8.91412703884905e-06, 'epoch': 0.29}
{'loss': 0.2144, 'grad_norm': 1.9323585033416748, 'learning_rate': 8.911954052882941e-06, 'epoch': 0.29}
{'loss': 0.2173, 'grad_norm': 2.386568307876587, 'learning_rate': 8.909779160277951e-06, 'epoch': 0.29}
{'loss': 0.184, 'grad_norm': 1.55332612991333, 'learning_rate': 8.907602362094094e-06, 'epoch': 0.29}
{'loss': 0.1727, 'grad_norm': 1.4865622520446777, 'learning_rate': 8.905423659392316e-06, 'epoch': 0.29}
{'loss': 0.213, 'grad_norm': 2.4319427013397217, 'learning_rate': 8.903243053234492e-06, 'epoch': 0.29}
{'loss': 0.1813, 'grad_norm': 1.6922223567962646, 'learning_rate': 8.90106054468342e-06, 'epoch': 0.29}
{'loss': 0.1983, 'grad_norm': 2.086852550506592, 'learning_rate': 8.898876134802827e-06, 'epoch': 0.29}
{'loss': 0.1918, 'grad_norm': 1.9870290756225586, 'learning_rate': 8.896689824657371e-06, 'epoch': 0.29}
{'loss': 0.1942, 'grad_norm': 1.6976743936538696, 'learning_rate': 8.894501615312633e-06, 'epoch': 0.3}
{'loss': 0.1813, 'grad_norm': 1.5265322923660278, 'learning_rate': 8.892311507835118e-06, 'epoch': 0.3}
{'loss': 0.1917, 'grad_norm': 1.4253301620483398, 'learning_rate': 8.890119503292258e-06, 'epoch': 0.3}
{'loss': 0.1817, 'grad_norm': 1.5256824493408203, 'learning_rate': 8.887925602752411e-06, 'epoch': 0.3}
{'loss': 0.1914, 'grad_norm': 1.5083904266357422, 'learning_rate': 8.885729807284855e-06, 'epoch': 0.3}
{'loss': 0.1828, 'grad_norm': 2.7275092601776123, 'learning_rate': 8.883532117959797e-06, 'epoch': 0.3}
{'loss': 0.1756, 'grad_norm': 2.1836156845092773, 'learning_rate': 8.88133253584836e-06, 'epoch': 0.3}
{'loss': 0.1582, 'grad_norm': 1.1724517345428467, 'learning_rate': 8.879131062022598e-06, 'epoch': 0.3}
{'loss': 0.1733, 'grad_norm': 1.5205283164978027, 'learning_rate': 8.87692769755548e-06, 'epoch': 0.3}
{'loss': 0.1787, 'grad_norm': 1.762709617614746, 'learning_rate': 8.874722443520898e-06, 'epoch': 0.3}
{'loss': 0.1704, 'grad_norm': 1.3877400159835815, 'learning_rate': 8.872515300993669e-06, 'epoch': 0.3}
{'loss': 0.1739, 'grad_norm': 1.304581642150879, 'learning_rate': 8.870306271049527e-06, 'epoch': 0.3}
{'loss': 0.2483, 'grad_norm': 3.7881829738616943, 'learning_rate': 8.868095354765125e-06, 'epoch': 0.3}
{'loss': 0.186, 'grad_norm': 1.3943085670471191, 'learning_rate': 8.865882553218036e-06, 'epoch': 0.3}
{'loss': 0.207, 'grad_norm': 2.3287227153778076, 'learning_rate': 8.863667867486756e-06, 'epoch': 0.3}
{'loss': 0.174, 'grad_norm': 1.5775909423828125, 'learning_rate': 8.861451298650692e-06, 'epoch': 0.3}
{'loss': 0.1764, 'grad_norm': 1.1921964883804321, 'learning_rate': 8.859232847790175e-06, 'epoch': 0.3}
{'loss': 0.1853, 'grad_norm': 1.9652953147888184, 'learning_rate': 8.857012515986452e-06, 'epoch': 0.3}
{'loss': 0.1693, 'grad_norm': 1.9550732374191284, 'learning_rate': 8.854790304321682e-06, 'epoch': 0.3}
{'loss': 0.1779, 'grad_norm': 1.4895530939102173, 'learning_rate': 8.852566213878947e-06, 'epoch': 0.3}
{'loss': 0.1784, 'grad_norm': 1.915711760520935, 'learning_rate': 8.85034024574224e-06, 'epoch': 0.3}
{'loss': 0.1754, 'grad_norm': 3.4167048931121826, 'learning_rate': 8.848112400996473e-06, 'epoch': 0.3}
{'loss': 0.1661, 'grad_norm': 1.1304658651351929, 'learning_rate': 8.84588268072747e-06, 'epoch': 0.3}
{'loss': 0.2076, 'grad_norm': 2.170975685119629, 'learning_rate': 8.843651086021966e-06, 'epoch': 0.3}
{'loss': 0.1715, 'grad_norm': 1.2088755369186401, 'learning_rate': 8.841417617967618e-06, 'epoch': 0.3}
{'loss': 0.1921, 'grad_norm': 1.741546869277954, 'learning_rate': 8.83918227765299e-06, 'epoch': 0.3}
{'loss': 0.1623, 'grad_norm': 1.9630298614501953, 'learning_rate': 8.836945066167556e-06, 'epoch': 0.3}
{'loss': 0.1734, 'grad_norm': 2.230520486831665, 'learning_rate': 8.834705984601708e-06, 'epoch': 0.3}
{'loss': 0.1751, 'grad_norm': 1.244974136352539, 'learning_rate': 8.83246503404675e-06, 'epoch': 0.3}
{'loss': 0.1715, 'grad_norm': 1.2113033533096313, 'learning_rate': 8.83022221559489e-06, 'epoch': 0.3}
{'loss': 0.1784, 'grad_norm': 1.9499914646148682, 'learning_rate': 8.827977530339254e-06, 'epoch': 0.3}
{'loss': 0.1853, 'grad_norm': 2.432753086090088, 'learning_rate': 8.825730979373873e-06, 'epoch': 0.3}
{'loss': 0.1617, 'grad_norm': 2.0132594108581543, 'learning_rate': 8.823482563793687e-06, 'epoch': 0.3}
{'loss': 0.1801, 'grad_norm': 1.779165506362915, 'learning_rate': 8.821232284694545e-06, 'epoch': 0.3}
{'loss': 0.1633, 'grad_norm': 1.1940348148345947, 'learning_rate': 8.818980143173212e-06, 'epoch': 0.3}
{'loss': 0.1779, 'grad_norm': 2.0235772132873535, 'learning_rate': 8.81672614032735e-06, 'epoch': 0.3}
{'loss': 0.1836, 'grad_norm': 2.2126474380493164, 'learning_rate': 8.814470277255532e-06, 'epoch': 0.3}
{'loss': 0.1785, 'grad_norm': 1.7726541757583618, 'learning_rate': 8.81221255505724e-06, 'epoch': 0.3}
{'loss': 0.1707, 'grad_norm': 1.240881323814392, 'learning_rate': 8.80995297483286e-06, 'epoch': 0.3}
{'loss': 0.1783, 'grad_norm': 1.132105827331543, 'learning_rate': 8.807691537683685e-06, 'epoch': 0.3}
{'loss': 0.1685, 'grad_norm': 1.5703760385513306, 'learning_rate': 8.80542824471191e-06, 'epoch': 0.3}
{'loss': 0.1889, 'grad_norm': 1.3721673488616943, 'learning_rate': 8.803163097020637e-06, 'epoch': 0.3}
{'loss': 0.1713, 'grad_norm': 1.6436244249343872, 'learning_rate': 8.80089609571387e-06, 'epoch': 0.3}
{'loss': 0.2516, 'grad_norm': 15.446921348571777, 'learning_rate': 8.798627241896524e-06, 'epoch': 0.3}
{'loss': 0.1769, 'grad_norm': 1.928155541419983, 'learning_rate': 8.796356536674404e-06, 'epoch': 0.3}
{'loss': 0.1728, 'grad_norm': 1.5984326601028442, 'learning_rate': 8.794083981154229e-06, 'epoch': 0.3}
{'loss': 0.1898, 'grad_norm': 2.0951297283172607, 'learning_rate': 8.791809576443611e-06, 'epoch': 0.3}
{'loss': 0.1998, 'grad_norm': 2.447739362716675, 'learning_rate': 8.789533323651067e-06, 'epoch': 0.3}
{'loss': 0.1754, 'grad_norm': 1.7603875398635864, 'learning_rate': 8.78725522388602e-06, 'epoch': 0.3}
{'loss': 0.1681, 'grad_norm': 1.2890900373458862, 'learning_rate': 8.784975278258783e-06, 'epoch': 0.3}
{'loss': 0.1791, 'grad_norm': 1.4343478679656982, 'learning_rate': 8.782693487880575e-06, 'epoch': 0.31}
{'loss': 0.1711, 'grad_norm': 1.2427467107772827, 'learning_rate': 8.780409853863517e-06, 'epoch': 0.31}
{'loss': 0.1983, 'grad_norm': 2.338701009750366, 'learning_rate': 8.778124377320619e-06, 'epoch': 0.31}
{'loss': 0.2214, 'grad_norm': 2.1561782360076904, 'learning_rate': 8.775837059365796e-06, 'epoch': 0.31}
{'loss': 0.2211, 'grad_norm': 1.6937599182128906, 'learning_rate': 8.773547901113862e-06, 'epoch': 0.31}
{'loss': 0.1899, 'grad_norm': 2.096703052520752, 'learning_rate': 8.77125690368052e-06, 'epoch': 0.31}
{'loss': 0.1897, 'grad_norm': 4.862525463104248, 'learning_rate': 8.768964068182378e-06, 'epoch': 0.31}
{'loss': 0.1751, 'grad_norm': 1.7246639728546143, 'learning_rate': 8.766669395736936e-06, 'epoch': 0.31}
{'loss': 0.1937, 'grad_norm': 1.480297327041626, 'learning_rate': 8.764372887462587e-06, 'epoch': 0.31}
{'loss': 0.1677, 'grad_norm': 1.7013161182403564, 'learning_rate': 8.762074544478622e-06, 'epoch': 0.31}
{'loss': 0.1726, 'grad_norm': 1.3066041469573975, 'learning_rate': 8.759774367905228e-06, 'epoch': 0.31}
{'loss': 0.1747, 'grad_norm': 1.4027329683303833, 'learning_rate': 8.757472358863481e-06, 'epoch': 0.31}
{'loss': 0.193, 'grad_norm': 1.6820210218429565, 'learning_rate': 8.755168518475351e-06, 'epoch': 0.31}
{'loss': 0.1633, 'grad_norm': 1.4747917652130127, 'learning_rate': 8.752862847863707e-06, 'epoch': 0.31}
{'loss': 0.185, 'grad_norm': 1.7573235034942627, 'learning_rate': 8.750555348152299e-06, 'epoch': 0.31}
{'loss': 0.1792, 'grad_norm': 1.8750602006912231, 'learning_rate': 8.748246020465776e-06, 'epoch': 0.31}
{'loss': 0.1741, 'grad_norm': 1.3874205350875854, 'learning_rate': 8.745934865929676e-06, 'epoch': 0.31}
{'loss': 0.174, 'grad_norm': 1.469378113746643, 'learning_rate': 8.743621885670431e-06, 'epoch': 0.31}
{'loss': 0.1701, 'grad_norm': 1.4892123937606812, 'learning_rate': 8.741307080815357e-06, 'epoch': 0.31}
{'loss': 0.1901, 'grad_norm': 2.1879348754882812, 'learning_rate': 8.73899045249266e-06, 'epoch': 0.31}
{'loss': 0.185, 'grad_norm': 1.6787354946136475, 'learning_rate': 8.736672001831438e-06, 'epoch': 0.31}
{'loss': 0.176, 'grad_norm': 1.7312238216400146, 'learning_rate': 8.73435172996168e-06, 'epoch': 0.31}
{'loss': 0.2, 'grad_norm': 2.0548007488250732, 'learning_rate': 8.732029638014249e-06, 'epoch': 0.31}
{'loss': 0.1721, 'grad_norm': 1.242197871208191, 'learning_rate': 8.729705727120911e-06, 'epoch': 0.31}
{'loss': 0.1724, 'grad_norm': 1.152845859527588, 'learning_rate': 8.727379998414311e-06, 'epoch': 0.31}
{'loss': 0.1721, 'grad_norm': 1.530651569366455, 'learning_rate': 8.725052453027982e-06, 'epoch': 0.31}
{'loss': 0.1831, 'grad_norm': 1.67872154712677, 'learning_rate': 8.722723092096337e-06, 'epoch': 0.31}
{'loss': 0.4341, 'grad_norm': 9.970010757446289, 'learning_rate': 8.720391916754683e-06, 'epoch': 0.31}
{'loss': 0.2587, 'grad_norm': 2.4571468830108643, 'learning_rate': 8.718058928139205e-06, 'epoch': 0.31}
{'loss': 0.1986, 'grad_norm': 2.2571208477020264, 'learning_rate': 8.715724127386971e-06, 'epoch': 0.31}
{'loss': 0.1823, 'grad_norm': 1.6592971086502075, 'learning_rate': 8.713387515635938e-06, 'epoch': 0.31}
{'loss': 0.1616, 'grad_norm': 1.2801319360733032, 'learning_rate': 8.711049094024942e-06, 'epoch': 0.31}
{'loss': 0.1869, 'grad_norm': 1.667723536491394, 'learning_rate': 8.708708863693696e-06, 'epoch': 0.31}
{'loss': 0.2071, 'grad_norm': 2.177300453186035, 'learning_rate': 8.706366825782805e-06, 'epoch': 0.31}
{'loss': 0.182, 'grad_norm': 1.5516541004180908, 'learning_rate': 8.70402298143375e-06, 'epoch': 0.31}
{'loss': 0.1891, 'grad_norm': 1.5302150249481201, 'learning_rate': 8.701677331788891e-06, 'epoch': 0.31}
{'loss': 0.1848, 'grad_norm': 1.5792592763900757, 'learning_rate': 8.699329877991469e-06, 'epoch': 0.31}
{'loss': 0.1774, 'grad_norm': 3.4385764598846436, 'learning_rate': 8.696980621185602e-06, 'epoch': 0.31}
{'loss': 0.1744, 'grad_norm': 1.7208411693572998, 'learning_rate': 8.694629562516295e-06, 'epoch': 0.31}
{'loss': 0.1757, 'grad_norm': 1.360020399093628, 'learning_rate': 8.692276703129421e-06, 'epoch': 0.31}
{'loss': 0.184, 'grad_norm': 1.8046518564224243, 'learning_rate': 8.689922044171735e-06, 'epoch': 0.31}
{'loss': 0.1842, 'grad_norm': 1.5278620719909668, 'learning_rate': 8.68756558679087e-06, 'epoch': 0.31}
{'loss': 0.2271, 'grad_norm': 3.9555177688598633, 'learning_rate': 8.685207332135337e-06, 'epoch': 0.31}
{'loss': 0.1751, 'grad_norm': 1.626682996749878, 'learning_rate': 8.682847281354517e-06, 'epoch': 0.31}
{'loss': 0.1649, 'grad_norm': 1.4257769584655762, 'learning_rate': 8.680485435598674e-06, 'epoch': 0.31}
{'loss': 0.1637, 'grad_norm': 1.1742639541625977, 'learning_rate': 8.678121796018938e-06, 'epoch': 0.31}
{'loss': 0.169, 'grad_norm': 1.3695484399795532, 'learning_rate': 8.675756363767322e-06, 'epoch': 0.31}
{'loss': 0.1896, 'grad_norm': 1.8451008796691895, 'learning_rate': 8.673389139996708e-06, 'epoch': 0.31}
{'loss': 0.172, 'grad_norm': 1.4215774536132812, 'learning_rate': 8.671020125860851e-06, 'epoch': 0.31}
{'loss': 0.1862, 'grad_norm': 1.7534846067428589, 'learning_rate': 8.668649322514382e-06, 'epoch': 0.32}
{'loss': 0.1684, 'grad_norm': 1.2584173679351807, 'learning_rate': 8.666276731112802e-06, 'epoch': 0.32}
{'loss': 0.1824, 'grad_norm': 1.5009150505065918, 'learning_rate': 8.66390235281248e-06, 'epoch': 0.32}
{'loss': 0.1724, 'grad_norm': 2.0624566078186035, 'learning_rate': 8.66152618877066e-06, 'epoch': 0.32}
{'loss': 0.1522, 'grad_norm': 1.1029787063598633, 'learning_rate': 8.659148240145456e-06, 'epoch': 0.32}
{'loss': 0.1742, 'grad_norm': 1.6197229623794556, 'learning_rate': 8.656768508095853e-06, 'epoch': 0.32}
{'loss': 0.1647, 'grad_norm': 1.1608566045761108, 'learning_rate': 8.654386993781703e-06, 'epoch': 0.32}
